UF,Município,co_municipio_ibge,Laboratório,Total de Doses Aplicadas,1ª Dose,2ª Dose,Dose Reforço,2ª Dose Reforço,Dose Adicional,Dose Única
AL,Murici,270550,Pfizer,24.654,9.686,7.644,7.088,233,3,0
AL,Murici,270550,Astrazeneca,11.802,5.965,5.647,138,52,0,0
AL,Murici,270550,Coronavac,7.116,3.765,3.348,3,0,0,0
AL,Murici,270550,Janssen,1.554,0,0,638,0,0,916
AL,Murici,270550,-,542,363,179,0,0,0,0
AL,Novo Lino,270560,Astrazeneca,4.968,2.899,2.068,1,0,0,0
AL,Novo Lino,270560,Coronavac,4.953,2.735,2.218,0,0,0,0
AL,Novo Lino,270560,Pfizer,2.524,743,606,1.174,1,0,0
AL,Novo Lino,270560,Janssen,133,0,0,23,0,0,110
AL,Olho D'Água Das Flores,270570,Pfizer,17.114,6.029,4.198,6.690,56,141,0
AL,Olho D'Água Das Flores,270570,Astrazeneca,12.856,6.810,6.016,30,0,0,0
AL,Olho D'Água Das Flores,270570,Coronavac,8.807,4.815,3.989,3,0,0,0
AL,Olho D'Água Das Flores,270570,-,291,18,268,5,0,0,0
AL,Olho D'Água Das Flores,270570,Janssen,274,0,0,80,0,3,191
AL,Olho D'Água Do Casado,270580,Astrazeneca,6.320,3.108,2.709,501,2,0,0
AL,Olho D'Água Do Casado,270580,Pfizer,5.045,1.646,1.212,2.181,4,2,0
AL,Olho D'Água Do Casado,270580,Coronavac,4.118,2.222,1.894,2,0,0,0
AL,Olho D'Água Do Casado,270580,Janssen,509,0,0,210,2,0,297
AL,Olho D'Água Do Casado,270580,-,136,35,101,0,0,0,0
AL,Olho D'Água Grande,270590,Coronavac,2.811,1.494,1.317,0,0,0,0
AL,Olho D'Água Grande,270590,Astrazeneca,2.808,1.573,1.235,0,0,0,0
AL,Olho D'Água Grande,270590,Pfizer,1.806,660,357,733,0,56,0
AL,Olho D'Água Grande,270590,Janssen,34,0,0,0,0,0,34
AL,Olivença,270600,Astrazeneca,7.152,3.790,3.336,26,0,0,0
AL,Olivença,270600,Coronavac,5.987,3.113,2.872,2,0,0,0
AL,Olivença,270600,Pfizer,4.584,1.497,826,2.257,0,4,0
AL,Olivença,270600,Janssen,120,0,0,27,0,0,93
AL,Ouro Branco,270610,Astrazeneca,7.673,3.803,3.529,341,0,0,0
AL,Ouro Branco,270610,Pfizer,7.382,2.374,1.505,3.446,53,4,0
AL,Ouro Branco,270610,Coronavac,6.520,3.277,3.243,0,0,0,0
AL,Ouro Branco,270610,Janssen,139,0,0,59,0,0,80
AL,Palestina,270620,Astrazeneca,5.479,2.394,2.145,940,0,0,0
AL,Palestina,270620,Pfizer,2.068,757,525,718,68,0,0
AL,Palestina,270620,Coronavac,1.910,995,914,1,0,0,0
AL,Palestina,270620,Janssen,61,0,0,0,0,23,38
AL,Palmeira Dos Índios,270630,Pfizer,66.779,25.292,19.434,21.823,217,12,1
AL,Palmeira Dos Índios,270630,Astrazeneca,43.655,21.961,20.627,989,76,2,0
AL,Palmeira Dos Índios,270630,Coronavac,17.886,9.206,8.661,19,0,0,0
AL,Palmeira Dos Índios,270630,Janssen,4.411,0,0,1.464,225,3,2.719
AL,Palmeira Dos Índios,270630,-,569,363,204,2,0,0,0
AL,Pão De Açúcar,270640,Coronavac,15.645,8.323,7.321,1,0,0,0
AL,Pão De Açúcar,270640,Pfizer,15.418,3.941,2.757,8.235,481,4,0
AL,Pão De Açúcar,270640,Astrazeneca,12.176,6.239,5.933,4,0,0,0
AL,Pão De Açúcar,270640,Janssen,455,0,0,156,13,0,286
AL,Pariconha,270642,Coronavac,8.173,4.208,3.962,3,0,0,0
AL,Pariconha,270642,Astrazeneca,7.676,2.892,2.678,2.106,0,0,0
AL,Pariconha,270642,Pfizer,6.757,2.242,1.910,2.592,12,1,0
AL,Pariconha,270642,Janssen,655,0,0,334,0,0,321
AL,Pariconha,270642,-,80,39,41,0,0,0,0
AL,Paripueira,270644,Coronavac,10.519,5.765,4.750,4,0,0,0
AL,Paripueira,270644,Pfizer,7.837,2.028,1.577,3.905,327,0,0
AL,Paripueira,270644,Astrazeneca,6.533,3.245,3.108,142,38,0,0
AL,Paripueira,270644,Janssen,1.183,0,0,570,25,0,588
AL,Paripueira,270644,-,207,46,158,2,1,0,0
AL,Passo De Camaragibe,270650,Astrazeneca,7.936,4.120,3.661,155,0,0,0
AL,Passo De Camaragibe,270650,Coronavac,7.648,4.120,3.528,0,0,0,0
AL,Passo De Camaragibe,270650,Pfizer,5.515,1.694,1.101,2.691,26,3,0
AL,Passo De Camaragibe,270650,Janssen,173,0,0,45,0,0,128
AL,Paulo Jacinto,270660,Pfizer,7.501,2.422,2.073,2.909,51,46,0
AL,Paulo Jacinto,270660,Astrazeneca,3.227,1.719,1.507,1,0,0,0
AL,Paulo Jacinto,270660,Coronavac,3.209,1.673,1.535,0,0,1,0
AL,Paulo Jacinto,270660,Janssen,123,0,0,50,0,3,70
AL,Paulo Jacinto,270660,-,56,35,21,0,0,0,0
AL,Penedo,270670,Pfizer,54.596,22.125,17.293,14.698,477,3,0
AL,Penedo,270670,Astrazeneca,33.989,16.338,15.093,2.554,2,2,0
AL,Penedo,270670,Coronavac,16.658,9.260,7.392,5,0,1,0
AL,Penedo,270670,Janssen,1.144,0,0,539,0,0,605
AL,Penedo,270670,-,695,187,504,4,0,0,0
AL,Piaçabuçu,270680,Pfizer,18.527,6.940,5.740,5.842,5,0,0
AL,Piaçabuçu,270680,Astrazeneca,7.600,3.825,3.655,120,0,0,0
AL,Piaçabuçu,270680,Coronavac,4.136,2.172,1.964,0,0,0,0
AL,Piaçabuçu,270680,Janssen,274,0,0,108,0,5,161
AL,Piaçabuçu,270680,-,136,18,117,1,0,0,0
AL,Pilar,270690,Pfizer,33.804,11.542,9.825,12.303,133,1,0
AL,Pilar,270690,Astrazeneca,18.681,9.400,9.070,37,174,0,0
AL,Pilar,270690,Coronavac,13.658,7.455,6.195,8,0,0,0
AL,Pilar,270690,Janssen,1.857,0,0,625,0,4,1.228
AL,Pindoba,270700,Pfizer,1.988,841,562,585,0,0,0
AL,Pindoba,270700,Astrazeneca,1.384,737,647,0,0,0,0
AL,Pindoba,270700,Coronavac,807,424,383,0,0,0,0
AL,Pindoba,270700,Janssen,151,0,0,50,0,1,100
AL,Pindoba,270700,-,30,23,7,0,0,0,0
AL,Piranhas,270710,Coronavac,17.245,9.355,7.888,2,0,0,0
AL,Piranhas,270710,Astrazeneca,15.002,6.235,5.892,2.874,0,1,0
AL,Piranhas,270710,Pfizer,13.371,4.226,3.284,5.766,79,16,0
AL,Piranhas,270710,Janssen,1.511,0,0,712,0,0,799
AL,Piranhas,270710,-,756,183,573,0,0,0,0
AL,Poço Das Trincheiras,270720,Astrazeneca,9.744,5.359,4.381,4,0,0,0
AL,Poço Das Trincheiras,270720,Pfizer,7.476,1.971,1.170,4.335,0,0,0
AL,Poço Das Trincheiras,270720,Coronavac,5.258,3.040,2.216,2,0,0,0
AL,Poço Das Trincheiras,270720,Janssen,170,0,0,63,0,0,107
AL,Porto Calvo,270730,Pfizer,16.251,6.233,4.241,5.665,108,4,0
AL,Porto Calvo,270730,Astrazeneca,13.568,7.042,6.397,105,24,0,0
AL,Porto Calvo,270730,Coronavac,7.989,4.303,3.678,8,0,0,0
AL,Porto Calvo,270730,Janssen,384,0,0,129,4,0,251
AL,Porto De Pedras,270740,Pfizer,4.466,2.120,1.277,1.068,0,1,0
AL,Porto De Pedras,270740,Astrazeneca,4.029,2.139,1.889,1,0,0,0
AL,Porto De Pedras,270740,Coronavac,2.278,1.258,1.019,1,0,0,0
AL,Porto De Pedras,270740,Janssen,342,0,0,58,0,0,284
AL,Porto Real Do Colégio,270750,Coronavac,15.621,8.132,7.484,5,0,0,0
AL,Porto Real Do Colégio,270750,Pfizer,14.250,3.781,2.642,7.501,308,18,0
AL,Porto Real Do Colégio,270750,Astrazeneca,9.863,4.408,4.244,1.208,3,0,0
AL,Porto Real Do Colégio,270750,Janssen,412,0,0,238,0,0,174
AL,Porto Real Do Colégio,270750,-,94,58,36,0,0,0,0
AL,Quebrangulo,270760,Pfizer,12.220,4.449,3.799,3.927,41,4,0
AL,Quebrangulo,270760,Astrazeneca,6.809,3.397,3.129,283,0,0,0
AL,Quebrangulo,270760,Coronavac,3.362,1.772,1.590,0,0,0,0
AL,Quebrangulo,270760,Janssen,247,0,0,102,0,0,145
AL,Rio Largo,270770,Pfizer,77.055,33.203,24.800,17.639,1.392,21,0
AL,Rio Largo,270770,Astrazeneca,52.107,26.470,23.224,2.234,178,1,0
AL,Rio Largo,270770,Coronavac,21.029,12.616,8.383,24,6,0,0
AL,Rio Largo,270770,-,2.773,1.912,856,5,0,0,0
AL,Rio Largo,270770,Janssen,907,0,0,285,12,2,608
AL,Roteiro,270780,Pfizer,7.039,3.044,2.598,1.393,4,0,0
AL,Roteiro,270780,Coronavac,2.473,1.450,1.021,2,0,0,0
AL,Roteiro,270780,Astrazeneca,1.742,847,817,65,13,0,0
AL,Roteiro,270780,Janssen,83,0,0,33,0,0,50
AL,Roteiro,270780,-,42,15,27,0,0,0,0
AL,Santa Luzia Do Norte,270790,Astrazeneca,6.269,3.154,2.919,162,23,11,0
AL,Santa Luzia Do Norte,270790,Pfizer,3.893,889,645,1.599,22,738,0
AL,Santa Luzia Do Norte,270790,Coronavac,3.479,1.949,1.530,0,0,0,0
AL,Santa Luzia Do Norte,270790,-,317,88,226,3,0,0,0
AL,Santa Luzia Do Norte,270790,Janssen,89,0,0,35,0,0,54
AL,Santana Do Ipanema,270800,Pfizer,50.167,20.876,16.279,12.849,88,75,0
AL,Santana Do Ipanema,270800,Astrazeneca,16.639,8.289,7.918,347,81,4,0
AL,Santana Do Ipanema,270800,Coronavac,14.900,7.749,7.150,1,0,0,0
AL,Santana Do Ipanema,270800,Janssen,800,0,0,383,15,1,401
AL,Santana Do Mundaú,270810,Pfizer,13.595,4.621,4.394,4.525,54,1,0
AL,Santana Do Mundaú,270810,Astrazeneca,5.870,2.937,2.887,41,5,0,0
AL,Santana Do Mundaú,270810,Coronavac,3.132,1.661,1.471,0,0,0,0
AL,Santana Do Mundaú,270810,Janssen,360,0,0,162,0,0,198
AL,Santana Do Mundaú,270810,-,146,56,90,0,0,0,0
AL,São Brás,270820,Astrazeneca,4.820,2.422,2.247,151,0,0,0
AL,São Brás,270820,Coronavac,3.966,2.066,1.900,0,0,0,0
AL,São Brás,270820,Pfizer,3.763,911,700,2.150,0,2,0
AL,São Brás,270820,-,200,113,86,1,0,0,0
AL,São Brás,270820,Janssen,96,0,0,37,0,0,59
AL,São José Da Laje,270830,Pfizer,16.319,7.938,6.574,1.782,25,0,0
AL,São José Da Laje,270830,Astrazeneca,15.892,6.750,5.621,3.508,13,0,0
AL,São José Da Laje,270830,Coronavac,4.554,2.522,2.031,1,0,0,0
AL,São José Da Laje,270830,Janssen,396,0,0,147,55,1,193
AL,São José Da Laje,270830,-,214,72,142,0,0,0,0
AL,São José Da Tapera,270840,Coronavac,21.339,11.329,10.001,8,1,0,0
AL,São José Da Tapera,270840,Pfizer,20.933,5.809,4.113,10.884,127,0,0
AL,São José Da Tapera,270840,Astrazeneca,16.455,8.423,7.706,326,0,0,0
AL,São José Da Tapera,270840,Janssen,532,0,0,175,0,13,344
AL,São Luís Do Quitunde,270850,Pfizer,17.767,7.172,5.041,5.511,41,2,0
AL,São Luís Do Quitunde,270850,Astrazeneca,15.795,8.203,7.103,452,37,0,0
AL,São Luís Do Quitunde,270850,Coronavac,9.582,5.155,4.422,4,1,0,0
AL,São Luís Do Quitunde,270850,Janssen,1.696,0,0,641,7,0,1.048
AL,São Miguel Dos Campos,270860,Pfizer,60.399,25.662,20.360,14.298,66,13,0
AL,São Miguel Dos Campos,270860,Astrazeneca,24.191,12.021,11.410,583,176,1,0
AL,São Miguel Dos Campos,270860,Coronavac,8.192,4.229,3.963,0,0,0,0
AL,São Miguel Dos Campos,270860,Janssen,3.464,0,0,1.350,0,0,2.114
AL,São Miguel Dos Campos,270860,-,114,6,108,0,0,0,0
AL,São Miguel Dos Milagres,270870,Pfizer,6.362,2.770,2.220,1.337,33,2,0
AL,São Miguel Dos Milagres,270870,Coronavac,3.062,1.661,1.401,0,0,0,0
AL,São Miguel Dos Milagres,270870,Astrazeneca,2.963,1.460,1.412,80,11,0,0
AL,São Miguel Dos Milagres,270870,Janssen,150,0,0,69,6,0,75
AL,São Sebastião,270880,Astrazeneca,22.498,11.456,10.366,668,8,0,0
AL,São Sebastião,270880,Coronavac,20.702,10.883,9.810,9,0,0,0
AL,São Sebastião,270880,Pfizer,20.398,5.627,3.870,10.304,593,4,0
AL,São Sebastião,270880,Janssen,615,0,0,253,32,0,330
AL,São Sebastião,270880,-,174,41,131,2,0,0,0
AL,Satuba,270890,Astrazeneca,10.703,5.505,4.883,286,27,2,0
AL,Satuba,270890,Coronavac,7.801,4.458,3.338,5,0,0,0
AL,Satuba,270890,Pfizer,7.482,1.724,1.463,3.903,16,376,0
AL,Satuba,270890,-,245,101,144,0,0,0,0
AL,Satuba,270890,Janssen,213,0,0,69,0,17,127
AL,Senador Rui Palmeira,270895,Astrazeneca,9.206,4.353,3.661,1.182,10,0,0
AL,Senador Rui Palmeira,270895,Coronavac,6.565,3.463,3.097,5,0,0,0
AL,Senador Rui Palmeira,270895,Pfizer,5.499,1.959,1.458,2.079,1,2,0
AL,Senador Rui Palmeira,270895,-,206,63,143,0,0,0,0
AL,Senador Rui Palmeira,270895,Janssen,167,0,0,77,0,0,90
AL,Tanque D'Arca,270900,Pfizer,5.975,1.871,1.645,2.407,52,0,0
AL,Tanque D'Arca,270900,Astrazeneca,4.056,2.045,1.957,54,0,0,0
AL,Tanque D'Arca,270900,Coronavac,2.199,1.156,1.043,0,0,0,0
AL,Tanque D'Arca,270900,Janssen,415,0,0,189,0,0,226
AL,Taquarana,270910,Astrazeneca,13.786,6.956,6.546,281,3,0,0
AL,Taquarana,270910,Pfizer,12.371,2.902,2.224,7.235,8,2,0
AL,Taquarana,270910,Coronavac,12.259,6.600,5.649,9,1,0,0
AL,Taquarana,270910,Janssen,318,0,0,147,3,0,168
AL,Taquarana,270910,-,261,47,212,2,0,0,0
AL,Teotônio Vilela,270915,Pfizer,37.439,13.566,11.073,12.670,121,9,0
AL,Teotônio Vilela,270915,Astrazeneca,23.344,12.157,11.105,75,5,2,0
AL,Teotônio Vilela,270915,Coronavac,11.921,6.409,5.510,2,0,0,0
AL,Teotônio Vilela,270915,Janssen,707,0,0,342,0,1,364
AL,Teotônio Vilela,270915,-,31,13,18,0,0,0,0
AL,Traipu,270920,Pfizer,18.387,5.882,4.350,7.879,274,2,0
AL,Traipu,270920,Astrazeneca,16.164,8.250,7.754,87,73,0,0
AL,Traipu,270920,Coronavac,8.246,4.429,3.813,4,0,0,0
AL,Traipu,270920,Janssen,474,0,0,325,0,0,149
AL,Traipu,270920,-,29,5,19,1,4,0,0
AL,União Dos Palmares,270930,Pfizer,59.641,26.646,19.389,13.382,181,43,0
AL,União Dos Palmares,270930,Astrazeneca,29.183,14.665,13.831,669,16,2,0
AL,União Dos Palmares,270930,Coronavac,10.601,5.499,5.098,4,0,0,0
AL,União Dos Palmares,270930,Janssen,805,0,0,230,0,0,575
AL,União Dos Palmares,270930,-,73,16,57,0,0,0,0
AL,Viçosa,270940,Pfizer,23.042,8.936,6.702,7.154,241,9,0
AL,Viçosa,270940,Astrazeneca,14.220,7.403,6.574,186,57,0,0
AL,Viçosa,270940,Coronavac,7.123,3.773,3.350,0,0,0,0
AL,Viçosa,270940,Janssen,362,0,0,122,0,29,211
AL,Viçosa,270940,-,205,74,131,0,0,0,0
AM,Alvarães,130002,Astrazeneca,10.437,4.523,4.218,1.651,42,3,0
AM,Alvarães,130002,Coronavac,7.949,4.788,3.157,4,0,0,0
AM,Alvarães,130002,Pfizer,7.650,2.912,1.615,3.116,7,0,0
AM,Alvarães,130002,-,911,175,735,0,0,1,0
AM,Alvarães,130002,Janssen,175,0,0,0,0,0,175
AM,Amaturá,130006,Coronavac,2.665,1.938,726,0,0,0,1
AM,Amaturá,130006,Astrazeneca,1.936,966,520,445,0,5,0
AM,Amaturá,130006,Pfizer,1.249,873,230,145,0,1,0
AM,Amaturá,130006,Janssen,138,0,0,1,43,0,94
AM,Anamã,130008,Astrazeneca,8.953,4.008,3.585,1.356,3,1,0
AM,Anamã,130008,Pfizer,4.427,1.914,1.378,1.114,21,0,0
AM,Anamã,130008,Coronavac,2.517,1.377,1.140,0,0,0,0
AM,Anamã,130008,Janssen,689,0,0,185,25,1,478
AM,Anori,130010,Astrazeneca,11.205,5.421,4.272,1.512,0,0,0
AM,Anori,130010,Pfizer,3.737,1.994,985,743,0,15,0
AM,Anori,130010,Coronavac,2.409,1.340,1.053,16,0,0,0
AM,Anori,130010,Janssen,562,0,0,107,1,4,450
AM,Anori,130010,-,16,15,1,0,0,0,0
AM,Apuí,130014,Astrazeneca,12.688,5.737,5.282,1.582,0,87,0
AM,Apuí,130014,Pfizer,3.321,1.295,537,1.323,0,166,0
AM,Apuí,130014,Coronavac,2.887,1.523,1.364,0,0,0,0
AM,Apuí,130014,Janssen,384,0,0,146,0,1,237
AM,Atalaia Do Norte,130020,Coronavac,7.923,4.498,3.411,14,0,0,0
AM,Atalaia Do Norte,130020,Astrazeneca,7.262,3.491,2.928,843,0,0,0
AM,Atalaia Do Norte,130020,Pfizer,5.058,2.325,1.078,1.632,23,0,0
AM,Atalaia Do Norte,130020,Janssen,1.514,0,0,1.062,20,0,432
AM,Atalaia Do Norte,130020,-,315,204,94,17,0,0,0
AM,Autazes,130030,Astrazeneca,25.318,12.854,11.078,1.321,57,8,0
AM,Autazes,130030,Pfizer,23.500,9.256,5.715,8.304,107,118,0
AM,Autazes,130030,Coronavac,14.720,7.519,7.192,8,0,1,0
AM,Autazes,130030,Janssen,1.730,0,0,1.279,21,4,426
AM,Barcelos,130040,Coronavac,11.072,6.344,4.709,19,0,0,0
AM,Barcelos,130040,Astrazeneca,9.316,4.295,3.227,1.790,4,0,0
AM,Barcelos,130040,Pfizer,4.466,2.010,1.038,1.413,5,0,0
AM,Barcelos,130040,Janssen,359,0,0,105,1,5,248
AM,Barcelos,130040,-,263,54,205,4,0,0,0
AM,Barreirinha,130050,Astrazeneca,32.804,14.331,12.377,74,1,6.021,0
AM,Barreirinha,130050,Pfizer,18.241,6.697,4.610,2.635,1,4.298,0
AM,Barreirinha,130050,Coronavac,12.773,6.997,5.766,2,0,8,0
AM,Barreirinha,130050,Janssen,1.511,0,0,12,266,671,562
AM,Benjamin Constant,130060,Astrazeneca,20.404,9.929,8.393,2.062,11,9,0
AM,Benjamin Constant,130060,Coronavac,20.210,11.360,8.830,20,0,0,0
AM,Benjamin Constant,130060,Pfizer,15.863,5.892,3.110,6.798,63,0,0
AM,Benjamin Constant,130060,Janssen,1.225,0,0,465,8,12,740
AM,Beruri,130063,Astrazeneca,12.486,6.606,4.815,1.050,15,0,0
AM,Beruri,130063,Pfizer,7.217,3.092,1.865,2.227,28,5,0
AM,Beruri,130063,Coronavac,4.652,2.594,2.057,0,1,0,0
AM,Beruri,130063,Janssen,594,0,0,162,0,0,432
AM,Beruri,130063,-,406,216,190,0,0,0,0
AM,Boa Vista Do Ramos,130068,Astrazeneca,18.865,8.712,7.741,2.412,0,0,0
AM,Boa Vista Do Ramos,130068,Pfizer,8.033,2.807,2.001,3.220,3,2,0
AM,Boa Vista Do Ramos,130068,Coronavac,3.342,1.705,1.630,7,0,0,0
AM,Boa Vista Do Ramos,130068,-,1.165,970,194,1,0,0,0
AM,Boa Vista Do Ramos,130068,Janssen,145,0,0,29,116,0,0
AM,Boca Do Acre,130070,Astrazeneca,25.181,12.044,9.799,3.338,0,0,0
AM,Boca Do Acre,130070,Coronavac,11.341,6.303,5.034,4,0,0,0
AM,Boca Do Acre,130070,Pfizer,8.803,3.506,2.032,3.264,1,0,0
AM,Boca Do Acre,130070,Janssen,1.257,0,0,486,0,0,771
AM,Borba,130080,Astrazeneca,18.795,9.648,8.342,805,0,0,0
AM,Borba,130080,Coronavac,14.999,7.969,7.018,12,0,0,0
AM,Borba,130080,Pfizer,13.806,5.020,2.927,5.743,109,7,0
AM,Borba,130080,Janssen,1.715,0,0,1.200,121,3,391
AM,Caapiranga,130083,Astrazeneca,9.838,5.069,4.285,483,1,0,0
AM,Caapiranga,130083,Pfizer,5.472,1.992,1.228,2.215,35,2,0
AM,Caapiranga,130083,Coronavac,2.278,1.242,1.028,8,0,0,0
AM,Caapiranga,130083,Janssen,597,0,0,123,46,0,428
AM,Canutama,130090,Astrazeneca,8.876,4.640,3.330,906,0,0,0
AM,Canutama,130090,Pfizer,2.961,1.649,816,495,1,0,0
AM,Canutama,130090,Coronavac,2.861,1.604,1.254,3,0,0,0
AM,Canutama,130090,Janssen,532,0,0,32,0,0,500
AM,Carauari,130100,Coronavac,19.442,10.693,8.738,10,0,1,0
AM,Carauari,130100,Astrazeneca,17.848,8.082,7.835,1.931,0,0,0
AM,Carauari,130100,Pfizer,11.825,4.033,3.510,4.276,6,0,0
AM,Carauari,130100,Janssen,254,0,0,0,134,0,120
AM,Careiro,130110,Astrazeneca,31.480,15.184,12.393,3.798,101,4,0
AM,Careiro,130110,Pfizer,11.860,4.189,3.125,4.368,166,12,0
AM,Careiro,130110,Coronavac,8.358,4.707,3.622,29,0,0,0
AM,Careiro,130110,Janssen,1.460,0,0,547,52,5,856
AM,Careiro Da Várzea,130115,Astrazeneca,21.666,9.710,8.294,3.570,31,61,0
AM,Careiro Da Várzea,130115,Pfizer,5.879,2.374,1.627,1.724,6,148,0
AM,Careiro Da Várzea,130115,Coronavac,4.132,2.488,1.638,6,0,0,0
AM,Careiro Da Várzea,130115,Janssen,1.059,0,0,144,4,25,886
AM,Careiro Da Várzea,130115,-,538,122,415,1,0,0,0
AM,Coari,130120,Astrazeneca,63.524,30.978,23.973,8.399,99,74,1
AM,Coari,130120,Pfizer,22.133,8.338,5.478,7.858,243,216,0
AM,Coari,130120,Coronavac,17.549,10.194,7.285,62,1,7,0
AM,Coari,130120,-,2.848,1.291,1.506,41,0,10,0
AM,Coari,130120,Janssen,1.200,0,0,111,0,145,944
AM,Codajás,130130,Astrazeneca,17.954,8.225,6.601,3.122,6,0,0
AM,Codajás,130130,Pfizer,8.467,3.943,2.440,2.069,15,0,0
AM,Codajás,130130,Coronavac,5.528,2.981,2.529,18,0,0,0
AM,Codajás,130130,Janssen,435,0,0,130,26,8,271
AM,Codajás,130130,-,307,144,160,3,0,0,0
AM,Eirunepé,130140,Astrazeneca,17.659,9.372,7.351,936,0,0,0
AM,Eirunepé,130140,Coronavac,12.913,7.693,5.142,78,0,0,0
AM,Eirunepé,130140,Pfizer,9.687,3.421,2.184,4.082,0,0,0
AM,Eirunepé,130140,Janssen,485,0,0,25,0,68,392
AM,Envira,130150,Astrazeneca,10.269,5.359,4.666,244,0,0,0
AM,Envira,130150,Pfizer,7.439,2.630,1.591,3.210,8,0,0
AM,Envira,130150,Coronavac,6.771,3.879,2.882,10,0,0,0
AM,Envira,130150,Janssen,480,0,0,68,0,0,412
AM,Fonte Boa,130160,Astrazeneca,11.919,4.803,4.228,2.888,0,0,0
AM,Fonte Boa,130160,Coronavac,11.887,7.306,4.580,0,0,0,1
AM,Fonte Boa,130160,Pfizer,3.252,1.935,585,732,0,0,0
AM,Fonte Boa,130160,Janssen,169,0,0,55,0,0,114
AM,Guajará,130165,Astrazeneca,8.016,4.377,3.599,40,0,0,0
AM,Guajará,130165,Coronavac,4.815,2.832,1.982,1,0,0,0
AM,Guajará,130165,Pfizer,4.464,1.633,1.070,1.757,1,3,0
AM,Guajará,130165,Janssen,217,0,0,77,0,0,140
AM,Humaitá,130170,Astrazeneca,35.151,16.025,14.608,4.178,216,124,0
AM,Humaitá,130170,Coronavac,30.669,17.169,13.428,66,1,5,0
AM,Humaitá,130170,Pfizer,21.633,6.054,4.241,10.621,395,322,0
AM,Humaitá,130170,Janssen,783,0,0,221,1,28,533
AM,Ipixuna,130180,Astrazeneca,12.941,6.284,5.143,1.511,2,1,0
AM,Ipixuna,130180,Coronavac,5.913,3.433,2.478,2,0,0,0
AM,Ipixuna,130180,Pfizer,4.510,2.114,932,1.449,0,15,0
AM,Ipixuna,130180,Janssen,389,0,0,178,3,0,208
AM,Iranduba,130185,Astrazeneca,54.874,27.393,21.471,5.707,13,290,0
AM,Iranduba,130185,Pfizer,25.256,11.234,7.380,6.093,134,415,0
AM,Iranduba,130185,Coronavac,11.705,6.861,4.745,83,2,14,0
AM,Iranduba,130185,Janssen,3.978,0,0,441,38,135,3.364
AM,Itacoatiara,130190,Astrazeneca,94.505,43.214,38.403,11.668,1.173,47,0
AM,Itacoatiara,130190,Pfizer,42.048,14.467,10.620,16.913,44,4,0
AM,Itacoatiara,130190,Coronavac,26.319,16.466,9.809,44,0,0,0
AM,Itacoatiara,130190,-,3.912,1.521,2.380,8,3,0,0
AM,Itacoatiara,130190,Janssen,3.524,0,0,533,352,6,2.633
AM,Itamarati,130195,Astrazeneca,7.464,3.820,3.168,463,0,13,0
AM,Itamarati,130195,Pfizer,3.838,1.812,672,1.354,0,0,0
AM,Itamarati,130195,Coronavac,1.614,833,778,2,0,1,0
AM,Itamarati,130195,Janssen,226,0,0,3,0,3,220
AM,Itapiranga,130200,Astrazeneca,11.491,4.629,3.951,2.430,481,0,0
AM,Itapiranga,130200,Pfizer,4.123,1.732,1.413,853,123,2,0
AM,Itapiranga,130200,Coronavac,3.036,1.682,1.354,0,0,0,0
AM,Itapiranga,130200,Janssen,796,0,0,267,103,74,352
AM,Japurá,130210,Astrazeneca,4.408,2.630,1.698,76,0,4,0
AM,Japurá,130210,Coronavac,2.020,1.260,758,1,0,1,0
AM,Japurá,130210,Pfizer,1.653,671,385,589,1,7,0
AM,Japurá,130210,Janssen,142,0,0,8,0,34,100
AM,Juruá,130220,Astrazeneca,6.948,3.112,2.778,1.058,0,0,0
AM,Juruá,130220,Coronavac,3.960,2.372,1.585,3,0,0,0
AM,Juruá,130220,Pfizer,2.773,1.628,807,338,0,0,0
AM,Juruá,130220,Janssen,105,0,0,1,0,4,100
AM,Jutaí,130230,Astrazeneca,9.299,5.113,3.997,182,0,7,0
AM,Jutaí,130230,Pfizer,7.272,3.475,1.679,1.967,6,145,0
AM,Jutaí,130230,Coronavac,6.547,3.773,2.719,50,0,5,0
AM,Jutaí,130230,Janssen,795,0,0,365,0,23,407
AM,Jutaí,130230,-,119,90,29,0,0,0,0
AM,Lábrea,130240,Astrazeneca,30.937,13.985,12.194,4.696,62,0,0
AM,Lábrea,130240,Pfizer,20.826,8.876,5.852,6.033,65,0,0
AM,Lábrea,130240,Coronavac,13.238,6.920,6.309,9,0,0,0
AM,Lábrea,130240,Janssen,984,0,0,13,0,78,893
AM,Lábrea,130240,-,948,717,223,4,4,0,0
AM,Manacapuru,130250,Astrazeneca,82.148,43.633,34.674,3.678,159,4,0
AM,Manacapuru,130250,Pfizer,38.298,13.833,8.991,15.146,302,26,0
AM,Manacapuru,130250,Coronavac,18.866,10.752,8.095,18,1,0,0
AM,Manacapuru,130250,Janssen,1.060,0,0,206,42,3,809
AM,Manaquiri,130255,Astrazeneca,19.759,7.914,6.750,5.055,40,0,0
AM,Manaquiri,130255,Pfizer,6.703,3.444,1.729,1.471,58,1,0
AM,Manaquiri,130255,Coronavac,4.627,2.334,2.292,1,0,0,0
AM,Manaquiri,130255,Janssen,1.076,0,0,189,44,0,843
AM,Manaus,130260,Pfizer,1.422.180,721.863,562.135,136.426,0,1.754,2
AM,Manaus,130260,Astrazeneca,1.278.378,643.861,624.078,10.350,0,88,1
